ticker,date,headline,finbert_sentiment,close_price,next_close_1d,movement,gemma_sentiment,gemma_direction
AAPL,2020-05-20,"Apple Looking To Diversify Its Manufacturing Base, Will Make Headphones In Vietnam",positive,77.34303283691406,76.76641082763672,0,positive,1
AAPL,2020-04-17,"Gene Munster Dismisses Goldman's Apple Downgrade, Says Cupertino Has Long-Term Earnings Power",positive,68.3318099975586,66.9134750366211,0,positive,1
AAPL,2020-04-16,"Morgan Stanley Misses On EPS, But Shows Strong Trading Results For Q1 As Banks Wrap Up",positive,69.271728515625,68.3318099975586,0,positive,1
AAPL,2020-04-30,Apple CEO Tim Cook: Apple To Work With Google To Improve COVID-19 Contact Tracing,positive,70.98970031738281,69.84679412841797,0,positive,1
AAPL,2020-06-02,'Apple is tracking iPhones stolen by looters' -Earlier NY Post Article,negative,78.33879852294922,78.77007293701172,1,negative,0
AAPL,2020-05-01,"Canaccord Genuity Maintains Buy on Apple, Raises Price Target to $310",positive,69.84679412841797,70.8350601196289,1,positive,1
AAPL,2020-04-17,"Goldman Sachs Downgrades Apple to Sell, Lowers Price Target to $233",negative,68.3318099975586,66.9134750366211,0,negative,0
AAPL,2020-04-08,Disney Shares Climb 7% As Video On Demand Service Crosses 50M Subscribers,positive,64.2894287109375,64.75332641601562,1,positive,1
AAPL,2020-04-03,Apple Tells Staff U.S. Stores to Remain Closed Until Early May,negative,58.33090972900391,63.41956329345703,1,negative,0
AAPL,2020-05-01,A Peek Into The Markets: US Stock Futures Point To A Lower Open,negative,69.84679412841797,70.8350601196289,1,negative,0
AAPL,2020-04-13,"Raymond James Maintains Outperform on Apple, Lowers Price Target to $305",negative,66.02428436279297,69.35872650146484,1,positive,1
AAPL,2020-03-17,Apple Hit With $1.2B Fine By French Antitrust Authorities,negative,61.09753036499024,59.60186767578125,0,negative,0
AAPL,2020-04-09,Apple At A 'Fork In The Road' As Disney+ Reports 50M Subscribers,negative,64.75332641601562,66.02428436279297,1,positive,1
AAPL,2020-05-18,"More Than 25 US Apple Stores To Reopen, 100 Now Open Around The World",positive,76.3084945678711,75.86756896972656,0,positive,1
AAPL,2020-05-29,"Costco Shares Come Under Pressure Despite Strong Earnings, Same-Store Sales",negative,77.03050231933594,77.97782897949219,1,negative,0
AAPL,2020-05-15,"China's Global Times Mentions Qualcomm, Cisco, Apple And Boeing As 'four companies named by Chinese sources as possible targets for retaliation amid US moves against China's Huawei'",negative,74.55196380615234,76.3084945678711,1,negative,0
AAPL,2020-05-20,Smartphone Sales Picking up in China,positive,77.34303283691406,76.76641082763672,0,positive,1
AAPL,2020-05-08,Spotify CEO's Apple Barb Backfires As Sonos Points Out The 'Solid Irony',negative,75.1383056640625,76.32061767578125,1,negative,0
AAPL,2020-04-27,"UPDATE: B of A Securities Reiterates Buy On Apple, Raises Target To $310 Notes 'To guide or not guide; that is the question'; Firm Expects 'AAPL to report F2Q well below consensus (not fully adjusted) and to guide well below consensus as well'",positive,68.42121124267578,67.31214141845703,0,negative,0
AAPL,2020-04-17,A Peek Into The Markets: US Stock Futures Signal Higher Start On Wall Street,positive,68.3318099975586,66.9134750366211,0,positive,1
AAPL,2020-03-10,Peloton Shares Tick To Session Low As Hearing Report Apple Working On 'Guided Workout' Fitness App,negative,68.94554138183594,66.55103302001953,0,negative,0
AAPL,2020-05-01,"UPDATE: Raymond James On Apple Notes 'and those who don't buy a phone this year will have a strong incentive to buy one next year, particularly with more complete 5G networks and our belief of a stronger 2021 iPhone feature set'",positive,69.84679412841797,70.8350601196289,1,positive,1
AAPL,2020-03-23,"Shares of some technology companies are trading lower amid market volatility. Sunday's fiscal stimulus bill failed a procedural senate vote while the Fed on Monday announced stimulus measures. NOTE: Sector is mixed, with some names up for the session.",negative,54.21360778808594,59.652591705322266,1,negative,0
AAPL,2020-03-23,"Nomura Instinet Maintains Neutral on Apple, Lowers Price Target to $225",negative,54.21360778808594,59.652591705322266,1,negative,0
AAPL,2020-04-30,Apple CFO Says Expects YoY Revenue Performance To Improve In Jun. Qtr,positive,70.98970031738281,69.84679412841797,0,positive,1
AAPL,2020-05-08,"Apple Says Social-Distancing Guidelines Will Limit Number Of Customers In Stores, May Create Delays For Walk-In Customers",negative,75.1383056640625,76.32061767578125,1,negative,0
AAPL,2020-04-27,Global Smartphone Shipments to Fall to 1.15B Units in 2020,negative,68.42121124267578,67.31214141845703,0,negative,0
AAPL,2020-04-08,Watching Apple Shares; Hearing Traders Circulating Word Of Earlier Article From China Publication Suggesting Apple Cut Orders From China Suppliers,negative,64.2894287109375,64.75332641601562,1,negative,0
AAPL,2020-04-30,Apple CEO Tim Cook: We Envision iPad And Mac To Have Improving Year-Over-Year Performances In This Current Quarter,positive,70.98970031738281,69.84679412841797,0,positive,1
AAPL,2020-04-13,"Bloomberg Reports iPhone 12 to Feature Redesigned Stainless Steel Chasis, Cheaper Homepod to be Out Later This Year",positive,66.02428436279297,69.35872650146484,1,positive,1
AAPL,2020-05-20,Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,positive,77.34303283691406,76.76641082763672,0,positive,1
AMZN,2020-05-04,Amazon Plans To Extend Closure Of French Warehouses Until May 8,negative,115.79949951171876,115.88999938964844,1,negative,0
AMZN,2020-04-30,"Amazon Says Has Seen Lower Demand For Discretionary Products Such As Apparel, Shoes And Wireless Products",positive,123.6999969482422,114.302001953125,0,negative,0
AMZN,2020-06-02,4 Blue Chips That Lived Up To Their Title During the Pandemic,positive,123.62049865722656,123.91999816894533,1,positive,1
AMZN,2020-05-11,AMC Shares Largely Unaffected As Traders Circulate Word CNBC's David Faber Questioned Amazon Rumor,negative,120.4499969482422,117.84750366210938,0,positive,1
AMZN,2020-05-20,Facebook's New Shopping Feature Lifts Stock To All-Time Highs,positive,124.89700317382812,122.33699798583984,0,positive,1
AMZN,2020-04-28,New York AG Raises Concerns about Amazon's Pandemic Safety Practices,negative,115.7040023803711,118.635498046875,1,negative,0
AMZN,2020-05-01,"UPDATE: Judiciary Panel Says Will Investigate Related To Amazon 'Possibly Criminally False, Perjurious' Statements By Co. About Business Practices",negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-06-01,"UK Supply Chain Startup Beacon Raises $15M From Amazon CEO, Others",positive,123.552001953125,123.62049865722656,1,positive,1
AMZN,2020-04-30,12 Stocks Moving In Thursday's After-Hours Session,negative,123.6999969482422,114.302001953125,0,positive,1
AMZN,2020-05-01,"Disappointment From Amazon, Apple Weighs On Market As Investors Also Consider Energy Earnings",negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-05-27,Amazon Looks To Double-Down On Self-Driving Tech With Zoox Acquisition: WSJ,positive,120.51950073242188,120.05500030517578,0,positive,1
AMZN,2020-04-28,"UPDATE: Feinseth Also Notes Anticompetition Concerns With Allegations Of Co. Potentially Using Sales Data To Create Preferred Pricing, Mentions News Of Judiciary Committee Calling For Investigation Into Co.",negative,115.7040023803711,118.635498046875,1,negative,0
AMZN,2020-05-29,"UPS Slaps 'Peak' Surcharge On Amazon, Walmart, Others, As Delivery Requests Balloon Post Lockdown Ease",negative,122.11849975585938,123.552001953125,1,negative,0
AMZN,2020-04-30,Amazon shares are trading lower after the company reported worse-than-expected Q1 EPS results.,negative,123.6999969482422,114.302001953125,0,negative,0
AMZN,2020-05-12,"Amazon Shares Unaffected Amid Report Coalition Of 13 US Attorney Generals Have Asked Co. To Provide Data About Infections, Deaths Among Its Workers, Evidence Co Is In Compliance With State Paid Sick Leave Laws",negative,117.84750366210938,118.39600372314452,1,negative,0
AMZN,2020-05-18,"Walmart, Target And Home Depot Among Major Retailers Set To Report Earnings In Days Ahead",positive,121.31300354003906,122.46649932861328,1,positive,1
AMZN,2020-04-30,Amazon Says Increased Grocery Delivery Capacity By More Than 60%,positive,123.6999969482422,114.302001953125,0,positive,1
AMZN,2020-06-10,Tech Stocks And FAANGS Strong Again To Start Day As Market Awaits Fed,positive,132.37249755859375,127.89800262451172,0,positive,1
AMZN,2020-04-30,"Amazon.com Q1 EPS $5.010 Misses $6.250 Estimate, Sales $75.500B Beat $73.610B Estimate",positive,123.6999969482422,114.302001953125,0,negative,0
AMZN,2020-04-28,"Amazon, Walmart Shares Unaffected Following Earlier Article From The Intercept 'As Amazon, Walmart, Others Profit Amid Coronavirus Crisis, Their Essential Workers Plan Unprecedented Strike'",negative,115.7040023803711,118.635498046875,1,negative,0
AMZN,2020-05-01,"Canaccord Genuity Maintains Buy on Amazon.com, Raises Price Target to $2750",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-13,Amazon to Extend France Warehouse Closures to May 18,negative,118.39600372314452,119.44249725341795,1,negative,0
AMZN,2020-04-30,"Amazon Reports Mixed Q1 Earnings, Plans To Spend $4B On Coronavirus-Related Expenses",negative,123.6999969482422,114.302001953125,0,negative,0
AMZN,2020-05-05,'An Amazon warehouse worker in New York has died of COVID-19' -The Verge,negative,115.88999938964844,117.56300354003906,1,negative,0
AMZN,2020-05-11,"AMC Shares Fall To Session Low, Still Up 30% For Session; Traders Circulate Deadline Article Suggesting Co. Sources Say No Talks With Amazon Happening",negative,120.4499969482422,117.84750366210938,0,negative,0
AMZN,2020-05-28,"'Amazon's website is down for many users across the US' -Tweet From Business Insider; BZ NOTE: Benzinga Reporters In NYC, Detroit Not Experiencing Issues",negative,120.05500030517578,122.11849975585938,1,negative,0
AMZN,2020-05-27,Bezos Says Amazon's Strategy Is To Undercharge For Prime Membership Relative TO ITs value For Customers,positive,120.51950073242188,120.05500030517578,0,positive,1
AMZN,2020-05-01,"UPDATE: Judiciary Panel Says Will Investigate Related To Amazon 'Possibly Criminally False, Perjurious' Statements By Co. About Business Practices",negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-04-29,Poland Plans to Introduce a 1.5% Surcharge on the Revenue of Video-on-demand Platforms Such as Netflix,positive,118.635498046875,123.6999969482422,1,negative,0
AMZN,2020-05-22,A Peek Into The Markets: US Stock Futures Down Ahead Of Three-Day Weekend,negative,121.84400177001952,121.09300231933594,0,negative,0
AMZN,2020-05-01,"UPDATE: Morgan Stanley Maintains Overweight On Amazon, Raises Target To $2,600 Notes 'Accelerating growth and consumer demand still outpacing AMZN's network capacity speak to the structural share gains afoot'",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-26,In Consumers We Trust: 3 Leveraged ETFs That Surged In April,positive,121.09300231933594,120.51950073242188,0,positive,1
AMZN,2020-05-14,Today's Pickup: COVID-19 Gives Smaller e-Commerce Firms A Chance Against Amazon,positive,119.44249725341795,120.48899841308594,1,positive,1
AMZN,2020-05-05,"Retail Sector Preview: Pandemic Pits E-Commerce Giant Amazon Against Big Box Stores, Mall Outlets",negative,115.88999938964844,117.56300354003906,1,negative,0
AMZN,2020-05-01,Amazon shares are trading lower after the company reported worse-than-expected Q1 EPS results. The company also expects to spend $4 billion on COVID-related expenses.,negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-05-19,"Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS",negative,122.46649932861328,124.89700317382812,1,negative,0
AMZN,2020-05-01,"JMP Securities Maintains Market Outperform on Amazon.com, Raises Price Target to $2850",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-01,Mid-Morning Market Update: Markets Open Lower; Amazon Posts Mixed Q1 Results,negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-06-01,"Morgan Stanley Maintains Overweight on Amazon.com, Raises Price Target to $2800",positive,123.552001953125,123.62049865722656,1,positive,1
AMZN,2020-05-15,"Hedge Fund Duquesne 13F Shows Increased Stakes In Facebook, Alibaba, Netflix, Amazon, Google, Alnylman",positive,120.48899841308594,121.31300354003906,1,positive,1
AMZN,2020-04-28,Tigress Financial Analyst Ivan Feinseth On Amazon Weakness Notes 'The stock has had an incredible run making new all-time highs in a difficult market' as Co. 'has benefited from being the place to go to during the shelter in place lockdown',positive,115.7040023803711,118.635498046875,1,positive,1
AMZN,2020-05-01,"BMO Capital Maintains Outperform on Amazon.com, Raises Price Target to $2850",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-20,McDonald's Faces Class Action Over Lack Of Worker Protection Against Coronavirus,negative,124.89700317382812,122.33699798583984,0,negative,0
AMZN,2020-05-11,Former Google CEO Eric Schmidt Cut Last Ties With The Company: Report,negative,120.4499969482422,117.84750366210938,0,negative,0
AMZN,2020-05-01,"KeyBanc Maintains Overweight on Amazon.com, Raises Price Target to $2700",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-06-02,Tesla CEO Musk Says Other Three Officers Should Be Charged In Floyd's Murder Case,negative,123.62049865722656,123.91999816894533,1,negative,0
AMZN,2020-05-01,"Credit Suisse Maintains Outperform on Amazon.com, Lowers Price Target to $2760",negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-05-01,"Benchmark Maintains Buy on Amazon.com, Raises Price Target to $2650",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-13,Amazon Extended Increased Hourly Pay Through May 30,positive,118.39600372314452,119.44249725341795,1,positive,1
AMZN,2020-05-06,"Coronavirus Drives Surge In Online Grocery Penetration For Players Like Amazon Prime Now, Walmart",positive,117.56300354003906,118.38050079345705,1,positive,1
AMZN,2020-05-15,Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff,negative,120.48899841308594,121.31300354003906,1,negative,0
AMZN,2020-05-27,Same Old Leadership Song Lifts These Leveraged ETFs,positive,120.51950073242188,120.05500030517578,0,positive,1
AMZN,2020-05-01,"UPDATE: Morgan Stanley On Amazon Notes 'Moreover, efficiency/scale gains are driving EBIT too, which AMZN is wisely investing in safety, a next competitive edge. PT to $2,600, Bull case $3,200. Remains top pick'",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-15,USPS on horns of dilemma as it weighs parcel rate hikes,negative,120.48899841308594,121.31300354003906,1,negative,0
AMZN,2020-05-01,A Peek Into The Markets: US Stock Futures Point To A Lower Open,negative,114.302001953125,115.79949951171876,1,negative,0
AMZN,2020-06-01,"Amazon Curtails Some Service, Highways Closed, As Protests Impact Freight And Driver Safety",negative,123.552001953125,123.62049865722656,1,negative,0
AMZN,2020-05-11,"'Amazon needs movies more than a multiplex' -BNN Bloomberg; Mentions 'Lions Gate Entertainment Corp., ViacomCBS Inc.'s Paramount Pictures, Sony Pictures and Metro-Goldwyn-Mayer Inc. are all options and may be willing sellers'",positive,120.4499969482422,117.84750366210938,0,positive,1
AMZN,2020-04-28,UPDATE: Feinseth Tells Benzinga 'There are also concerns that the results may not be strong enough and could be risk to guidance that could cause a selloff when the company reports its results after the close on Thursday',negative,115.7040023803711,118.635498046875,1,negative,0
AMZN,2020-05-01,"Susquehanna Maintains Positive on Amazon.com, Raises Price Target to $3000",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-05-20,Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,positive,124.89700317382812,122.33699798583984,0,positive,1
AMZN,2020-05-27,"Trump Gets Mad Over Fact Check Warning On Twitter, Claims Election Interference",negative,120.51950073242188,120.05500030517578,0,negative,0
AMZN,2020-04-30,3 Analyst Takes On eBay After 'Big Improvement' In Q1,positive,123.6999969482422,114.302001953125,0,positive,1
AMZN,2020-04-29,"Locked Down, Demand Up: Amazon Shines As Virus Economy Plays To Its Strengths",positive,118.635498046875,123.6999969482422,1,positive,1
AMZN,2020-05-21,Climate Change: Up And Down Pattern Continues As Week Advances And Powell Awaited,negative,122.33699798583984,121.84400177001952,0,negative,0
AMZN,2020-06-01,"Gun, Security Stocks Trade Higher After Weekend Protests Turn Violent And Destructive",negative,123.552001953125,123.62049865722656,1,negative,0
AMZN,2020-05-28,Hearing Amazon Has Said It Will Keep 125K Of 175K Jobs Added During Pandemic As Permanent Positions,negative,120.05500030517578,122.11849975585938,1,positive,1
AMZN,2020-05-01,"RBC Capital Maintains Outperform on Amazon.com, Raises Price Target to $2700",positive,114.302001953125,115.79949951171876,1,positive,1
AMZN,2020-06-09,"BofA Raises Amazon Target On Sales Upside, Accelerating Unit Growth",positive,130.04299926757812,132.37249755859375,1,positive,1
AMZN,2020-05-27,These 10 Stocks Have Surged During The Coronavirus Pandemic,positive,120.51950073242188,120.05500030517578,0,positive,1
